repo_owner,repo_name,Number of Components,vulnerability-proneness-all,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,vp-category-equalfreq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,commit_count,issue_count,network_count,subscribers_count,languages,lang_javascript,lang_typescript,lang_shell,lang_dockerfile,lang_python,lang_mustache,lang_handlebars,lang_html,lang_kotlin,lang_powershell,lang_makefile,lang_smarty,lang_cmake,lang_cplusplus,lang_ruby,lang_vue,lang_css,lang_swift,lang_rust,lang_hcl,lang_batchfile,lang_c#,lang_dart,lang_julia,lang_odin,lang_java,lang_nix,lang_objective_c,lang_jinja,lang_nunjucks,lang_jq,lang_php,lang_agda,lang_lua,dependencies_json,dep_count,dep_error,cat_api management,cat_chat,cat_code quality,cat_code review,cat_container ci,cat_continuous integration,cat_dependency management,cat_deployment,cat_game ci,cat_localization,cat_mobile,cat_mobile ci,cat_monitoring,cat_project management,cat_publishing,cat_security,cat_support,cat_testing,cat_utilities
azure,k8s-lint,17,0.0,19,3,13,16,35,16,19875,30,3,30,2,19875000,0,GitHub Action to validate Kubernetes manifest files,TypeScript,MIT License,True,True,35.0,57,103.0,13.0,16.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""azure/k8s-lint"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""2.0.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.5.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 10, ""error"": null}}",10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azure,k8s-set-context,132,4.0,21,8,35,21,90,21,35689,30,5,30,2,35689000,1,GitHub Action for setting context and retrieving Kubeconfig before deploying to Kubernetes clusters,TypeScript,MIT License,True,True,90.0,95,128.0,37.0,21.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""azure/k8s-set-context"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@kubernetes/client-node"", ""version"": ""^0.22.3"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.10.2"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
azure,mysql,44,6.0,28,2,11,12,11,15,36618,30,16,30,16,36618000,1,Automate your GitHub workflows using Azure Action for MySQL,TypeScript,MIT License,True,True,11.0,57,54.0,11.0,12.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""azure/mysql"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.6"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.0.1"", ""type"": ""production""}, {""name"": ""azure-actions-webclient"", ""version"": ""^1.0.4"", ""type"": ""production""}, {""name"": ""glob"", ""version"": ""^7.1.5"", ""type"": ""production""}, {""name"": ""winreg"", ""version"": ""^1.2.4"", ""type"": ""production""}, {""name"": ""@types/glob"", ""version"": ""^7.1.1"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^24.0.13"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.0.4"", ""type"": ""development""}, {""name"": ""@types/winreg"", ""version"": ""^1.2.30"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^24.8.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^24.7.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^24.0.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.9.7"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
azure,pipelines,8,1.0,26,1,88,12,81,12,3500,30,46,30,19,3500000,0,Enable GitHub developers to trigger Azure Pipelines from a GitHub Actions workflow,TypeScript,MIT License,True,True,80.0,42,100.0,89.0,12.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""azure/pipelines"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@types/q"", ""version"": ""^1.5.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^26.0.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.12.6"", ""type"": ""development""}, {""name"": ""azure-devops-node-api"", ""version"": ""11.0.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^26.0.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^26.0.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.5.2"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 9, ""error"": null}}",9,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
balastrong,chess-stats-action,9,3.0,2,5,4,2,22,6,758,20,3,11,0,758000,1,♟️ Automatically update your README.md with Chess.com games and stats - fully customizable,TypeScript,MIT License,False,False,22.0,550,20.0,4.0,2.0,"['TypeScript', 'JavaScript', 'Shell']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""balastrong/chess-stats-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""iswitch"", ""version"": ""^0.0.3"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^27.5.2"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^16.10.5"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.8.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.31.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.3.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^25.3.2"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^8.0.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.2.5"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.5.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 16, ""error"": null}}",16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
betahuhn,deploy-to-vercel-action,161,10.0,7,30,73,4,151,15,1151,30,15,30,6,1151000,2,🎬▲ Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments.,JavaScript,MIT License,False,False,152.0,399,371.0,74.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""betahuhn/deploy-to-vercel-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""action-input-parser"", ""version"": ""^1.2.38"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^9.0.2"", ""type"": ""production""}, {""name"": ""got"", ""version"": ""^11.8.3"", ""type"": ""production""}, {""name"": ""vercel"", ""version"": ""^22.0.1"", ""type"": ""production""}, {""name"": ""@betahuhn/config"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.32.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 10, ""error"": null}}",10,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bhacaz,docs-as-code-confluence,49,3.0,1,9,20,1,39,4,5316,19,3,12,0,5316000,1,Publish the content of a folder to confluence Github Action,JavaScript,MIT License,False,False,41.0,50,19.0,20.0,1.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""bhacaz/docs-as-code-confluence"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""confluence-api"", ""version"": ""^1.4.0"", ""type"": ""production""}, {""name"": ""marked"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""node-html-parser"", ""version"": ""^5.3.3"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 6, ""error"": null}}",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chocobo1,setup-ccache-action,83,13.0,1,30,4,2,13,2,13895,20,1,9,0,13895000,2,"Setup ccache easily in your workflow, with all the tuning knobs you need!",TypeScript,MIT License,False,True,13.0,119,20.0,4.0,2.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""chocobo1/setup-ccache-action"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^4.0.1"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@eslint/js"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""@stylistic/eslint-plugin"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""*"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""*"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 12, ""error"": null}}",12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
circleci-public,trigger-circleci-pipeline-action,36,4.0,13,10,43,13,49,15,447,30,21,30,5,447000,1,,,,,,,50,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""circleci-public/trigger-circleci-pipeline-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^0.27.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.15.10"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.57.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.57.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.33.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.36.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^7.0.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.5.0"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.5.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.0"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 16, ""error"": null}}",16,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cyberbeni,install-swift-tool,432,4.0,7,30,2,2,19,15,25860,30,3,30,1,25860000,1,GitHub Action to build and cache any Swift based tool in workflows.,TypeScript,MIT License,False,True,19.0,512,161.0,2.0,2.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""cyberbeni/install-swift-tool"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^3.3.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.6.3"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""^11.0.3"", ""type"": ""production""}, {""name"": ""@eslint/js"", ""version"": ""^9.15.0"", ""type"": ""development""}, {""name"": ""@stylistic/eslint-plugin"", ""version"": ""^2.11.0"", ""type"": ""development""}, {""name"": ""@tsconfig/node20"", ""version"": ""^20.1.4"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.9.1"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^10.0.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.15.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.6.3"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""^8.15.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cyclonedx,gh-node-module-generatebom,9,1.0,2,4,6,6,21,5,127,22,3,17,1,127000,0,GitHub action to generate a CycloneDX SBOM for Node.js,JavaScript,Apache License 2.0,True,True,21.0,37,22.0,6.0,6.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""cyclonedx/gh-node-module-generatebom"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 1, ""error"": null}}",1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
datadog,synthetics-ci-github-action,856,11.0,4,30,15,8,45,17,34547,30,1,30,0,34547000,2,Use Browser and API tests in your CI/CD with Datadog Continuous Testing,TypeScript,Apache License 2.0,False,True,47.0,417,289.0,15.0,8.0,"['TypeScript', 'Shell', 'JavaScript']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""datadog/synthetics-ci-github-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.9.1"", ""type"": ""production""}, {""name"": ""@datadog/datadog-ci"", ""version"": ""^2.48.0"", ""type"": ""production""}, {""name"": ""deep-extend"", ""version"": ""0.6.0"", ""type"": ""production""}, {""name"": ""@types/deep-extend"", ""version"": ""0.4.32"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.8"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.11.13"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.3.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.39.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.3.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^25.2.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.4.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
davideviolante,pr-reviews-reminder-action,20,0.0,1,30,20,4,45,6,1232,30,4,30,0,1232000,0,A GitHub Action to send Slack/Teams notification for Pull Request that are waiting for reviewers.,JavaScript,MIT License,False,True,45.0,298,141.0,19.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""davideviolante/pr-reviews-reminder-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^1.7.9"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.41.0"", ""type"": ""development""}, {""name"": ""eslint-config-google"", ""version"": ""^0.14.0"", ""type"": ""development""}, {""name"": ""mocha"", ""version"": ""^11.0.1"", ""type"": ""development""}, {""name"": ""nyc"", ""version"": ""^17.1.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 7, ""error"": null}}",7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delaguardo,setup-clojure,65,32.0,5,30,30,9,194,14,9436,30,13,30,4,9436000,2,"GitHub Action to provision clojure's most popular build tools for Linux, Mac OS X and Windows.",TypeScript,MIT License,False,True,195.0,219,119.0,30.0,9.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""delaguardo/setup-clojure"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.2.3"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.16.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.10.1"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.18.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.1.4"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.9.0"", ""type"": ""development""}, {""name"": ""globals"", ""version"": ""^15.13.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.4.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 23, ""error"": null}}",23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dependencytrack,gh-upload-sbom,4,1.0,3,6,26,5,48,13,127,30,6,27,2,127000,0,Publishes BOMs to Dependency-Track from GitHub Actions,JavaScript,Apache License 2.0,False,True,50.0,51,47.0,28.0,5.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""dependencytrack/gh-upload-sbom"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 1, ""error"": null}}",1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devcyclehq,feature-flag-code-usage-action,419,3.0,7,16,4,6,19,11,1306,30,2,30,2,1306000,1,,,,,,,52,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""devcyclehq/feature-flag-code-usage-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^0.28.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.16.14"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^7.0.4"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.5.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.0.5"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.5.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 12, ""error"": null}}",12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devcyclehq,feature-flag-pr-insights-action,403,2.0,10,20,3,6,19,10,1668,30,5,30,4,1668000,0,,,,,,,90,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""devcyclehq/feature-flag-pr-insights-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.11"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.11.6"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^8.0.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.2.2"", ""type"": ""development""}, {""name"": ""undici"", ""version"": ""^6.21.1"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 12, ""error"": null}}",12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dopplerhq,cli-action,15,3.0,3,3,9,4,52,3,1589,12,2,12,2,1589000,1,GitHub Action for installing the Doppler CLI,JavaScript,Apache License 2.0,False,True,52.0,29,12.0,9.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""dopplerhq/cli-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.2"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
